,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Pandora Track,Unnamed: 0,channelId,channelUsername,channelUrl,numberOfSubscribers,channelTotalViews,channelTotalVideos,viewCount
2847,It'll Be Okay,It'll Be Okay,Shawn Mendes,2021-12-01,USUM72122321,2925,25.8,344658498,61117,28999986,65.0,114495950,2357556,130670,165436212,1514925086,1423088796,58.0,50031,97,36,0,22,20569697,0,0,1497439,0,20569697,30.0,UCAvCL8hyXjSUHKEGuUPr1BA,shawnmendes,https://www.youtube.com/channel/UCAvCL8hyXjSUHKEGuUPr1BA,30400000.0,14272521860.0,188.0,86735.0
2848,"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",La Pantera,2022-01-14,ES5152101308,2924,25.8,283228006,63076,8936948,62.0,169044728,998010,147165,84459330,906688195,237830514,13.0,4039,0,8,0,22,0,0,0,696795,1,,,,,,,,,
2849,Stereo Hearts (feat. Adam Levine),Megahits 2012 - Die Erste,Gym Class Heroes,2011-01-01,USAT21101071,2916,25.8,1318596835,240081,51289471,74.0,1141964928,11343690,409892,126261133,1056131649,1178523905,43.0,67874,42,26,0,7,0,0,0,14060987,0,,165.0,UC8ihcXIg06yRKfodLBMsQTQ,gymclassheroes,https://www.youtube.com/channel/UC8ihcXIg06yRKfodLBMsQTQ,201000.0,400876430.0,2.0,14444.0
2850,Number 2,Number 2 / Never Last,Lil Tecca,2024-05-03,USUM72404634,2914,25.8,20742763,3204,22484728,,0,0,0,0,0,0,11.0,33,4,1,0,6,326922,83,721526,0,1,326922,,,,,,,,
2851,Tuesday (feat. Drake),Tuesday (feat. Drake),ILOVEMAKONNEN,2014-09-01,USWB11402508,2912,25.8,242892279,50948,9808482,56.0,11099856,107229,66764,15206207,106882417,75417,6.0,30,0,5,0,15,395833412,0,105948813,1544862,1,395833412,,,,,,,,
2852,Killshot,Killshot,Eminem,2018-09-19,USUM71814876,2920,25.8,415971193,67750,12353206,66.0,596108481,7991689,22969,10336311,119866465,24772235,7.0,496,0,4,0,11,178229694,0,0,507667,1,178229694,68.0,UCfM3zsQsOnfWNUppiycmBuw,eminem,https://www.youtube.com/channel/UCfM3zsQsOnfWNUppiycmBuw,64100000.0,32917231641.0,197.0,1879645.0
2853,Cartï¿½ï¿½o B,Cartï¿½ï¿½o B,MC Caverinha,2023-05-11,BRRGE2300377,2917,25.8,143421339,23431,7023908,63.0,108239669,1037417,40500,12310702,125638371,5015995,6.0,449,0,14,0,10,0,0,0,75108,0,,,,,,,,,
2854,Jai Jai Shivshankar (The Unwind Mix),The Unwind Mix,Benny Dayal,2022-05-07,INY092200047,2945,25.7,6355,1,12,,490930106,2737821,0,0,0,1252385,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2855,Fuck Niggaz,Fuck Niggaz,YoungBoy Never Broke Again,2024-02-06,USUG12400657,2937,25.7,11393565,3743,3570364,,8173541,207558,0,0,0,1879137711,1.0,8,1,0,0,0,2623375,880,4469045,169424,1,2623375,,,,,,,,
2856,Drama (feat. Drake),Exis,Roy Woods,2015-07-31,USWB11508706,2932,25.7,497826683,86867,18364841,64.0,83526342,699022,100693,22169211,178226220,448347,4.0,231,8,8,0,2,0,0,137005114,1308034,1,,,,,,,,,
2857,Entre Nosotros,Entre Nosotros,Tiago PZK,2021-07-08,ARGT32100004,2935,25.7,472107491,65462,8388402,63.0,221630313,1721936,121905,37557078,295962547,0,25.0,5418,31,4,0,7,1413561,0,0,1367342,0,1413561,,,,,,,,
2858,Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,2018-08-31,USUM71813334,2944,25.7,709560621,98164,26325717,68.0,478624672,5771617,3776,1994779,19887287,5774727,48.0,1798,15,15,0,19,138039395,0,3163011,1461359,1,138039395,68.0,UCfM3zsQsOnfWNUppiycmBuw,eminem,https://www.youtube.com/channel/UCfM3zsQsOnfWNUppiycmBuw,64100000.0,32917231641.0,197.0,1879645.0
2859,Fruto,en dormir sin Madrid,Bizarrap,2023-10-03,UYB282301044,2938,25.7,188131570,21455,9973821,,23791636,267266,3639,867907,13208632,1485906,3.0,2131,0,6,0,20,21481,118,0,205456,0,21481,51.0,UCmS75G-98QihSusY7NfCZtw,Bizarrap,https://www.youtube.com/channel/UCmS75G-98QihSusY7NfCZtw,22500000.0,10020463943.0,90.0,26348591.0
2860,Bandana,Bandana,Fireboy DML,2022-07-13,USUYG1433884,2934,25.7,118971684,31855,4511954,63.0,14545093,88499,1215978,15330860,169166011,0,53.0,8313,6,6,0,29,2603667,748,0,3424214,1,2603667,,,,,,,,
2861,the perfect pair,Beatopia,beabadoobee,2022-07-15,GBK3W2202093,2936,25.7,230129740,56091,10688364,72.0,34590747,614842,93552,53961135,369833975,4625790,13.0,25825,131,3,0,17,479950,0,3697209,409448,0,479950,,,,,,,,
2862,F.N.F. (Let's Go),F.N.F. (Let's Go) - Single,Hitkidd,2022-05-03,QZRD92201643,2948,25.7,68460285,16340,2772856,54.0,107349472,1053855,75908,44299693,301331608,475299208,21.0,168821,976,1,891,30,0,0,8529821,676048,1,,,,,,,,,
2863,Falling Angel,Falling Angel,HCTM,2022-08-13,SGB502232845,2942,25.7,72997,79,42003,14.0,32345,813,2800259,54293951,1159454840,0,,0,0,0,0,0,0,0,0,10193,0,,,,,,,,,
2864,Sofia,Sofia,Clairo,2019-07-26,US4HB1900086,2946,25.7,728920951,143829,36926488,74.0,168855750,2336018,107125,55770176,313505897,72209,75.0,37776,179,20,0,63,9827957,0,0,1829791,0,9827957,,,,,,,,
2865,Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,2023-06-29,USAT22306163,2943,25.7,222975612,22763,17412929,67.0,22571591,343660,163194,71994032,770931522,13940,,20572,821,12,0,0,7051002,0,0,0,0,7051002,,,,,,,,
2866,A N X I E T Y (feat. Doechii),Boy Meets World,Sleepy Hallow,2023-09-15,USRC12202650,2939,25.7,63607535,28203,6565433,,7769494,107161,7102,2436874,21062791,0,6.0,9892,441,14,0,20,2021815,746,0,288746,1,2021815,279.0,UCch8r_8Io6XK-d5QGkkGZLA,SleepyHallow,https://www.youtube.com/channel/UCch8r_8Io6XK-d5QGkkGZLA,1460000.0,1151129936.0,122.0,141590.0
2867,Forever,Euphoria (Original Score from the HBO Series),Labrinth,2019-10-04,USQX91902499,2949,25.7,321892912,74664,17317980,62.0,71926168,1129180,3600000,905260724,11338513351,2223763,16.0,285,162,11,0,3,1993633,0,0,2306775,0,1993633,269.0,UChEJTRbiCUULBRZuD9_77EA,labrinth,https://www.youtube.com/channel/UChEJTRbiCUULBRZuD9_77EA,3090000.0,2183399716.0,136.0,114030.0
2868,SLUT ME OUT 2,SLUT ME OUT 2,NLE Choppa,2024-04-12,USWB12401318,2947,25.7,21488710,2617,7228064,72.0,0,0,0,329169,2503565,0,11.0,812,0,2,0,18,702427,0,1623733,116381,1,702427,,,,,,,,
2869,He Ya Pyar Sajena,He Ya Pyar Sajena,TOADI,2022-09-30,SGB502283597,2941,25.7,3574,3,20,1.0,0,0,2605592,7545187,312937612,0,,0,0,0,0,0,0,0,0,1260,0,,,,,,,,,
2870,Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,USUM72208981,2933,25.7,151507054,63279,7054692,63.0,46312741,658950,4105,2019515,19198685,299341436,24.0,53408,663,4,0,22,34835337,0,0,641828,1,34835337,65.0,UC3lBXcrKFnFAFkfVk5WuKcQ,kendricklamar,https://www.youtube.com/channel/UC3lBXcrKFnFAFkfVk5WuKcQ,18000000.0,8991700913.0,40.0,46423905.0
2871,The Autotrem 1.0,The Autotrem 1.0 - Single,DJ RICK 013,2023-06-08,QM3DF2224166,2950,25.7,45821951,10088,13570884,63.0,30710090,461516,924639,47616112,637314253,0,2.0,0,0,0,0,0,0,0,0,404939,0,,,,,,,,,
2872,Revenge,Revenge,XXXTENTACION,2017-05-18,USUYG1142409,2955,25.6,1356969354,13248,2447818,53.0,74514608,1012321,0,0,0,212,6.0,0,0,0,0,0,0,0,120102744,0,1,,66.0,UCM9r1xn6s30OnlJWb-jc3Sw,xxxtentacion,https://www.youtube.com/channel/UCM9r1xn6s30OnlJWb-jc3Sw,41500000.0,11526258626.0,135.0,5623534.0
2873,Attention,NewJeans 1st EP 'New Jeans',NewJeans,2022-08-01,USA2P2230221,2962,25.6,384965888,32389,10240290,72.0,174618135,3601820,107394,93982619,745435770,193192586,18.0,4715,16,2,0,13,731316,0,0,378304,0,731316,318.0,UCMki_UkHb4qSc0qyEcOHHJw,NewJeans_official,https://www.youtube.com/channel/UCMki_UkHb4qSc0qyEcOHHJw,7980000.0,4233657809.0,706.0,101518.0
2874,Spring Snow,"Lovely Runner, Pt. 8 (Original Soundtrack)",10CM,2024-05-14,KRA492400665,2968,25.6,18800716,1180,12952009,73.0,7398997,168846,0,0,0,0,12.0,52,0,0,0,0,4319,12,0,193276,0,4319,,,,,,,,
2875,Tshwala Bam (feat. S.N.E) - Remix,Tshwala Bam (feat. S.N.E) [Remix],TitoM,2024-05-12,ZA56E2416068,2957,25.6,13092462,1818,13699750,75.0,0,0,0,0,0,0,46.0,1286,0,11,0,38,218056,194,0,468483,0,218056,,,,,,,,
2876,Halls na Lï¿½ï¿½,Halls na Lï¿½ï¿½,Kadu Martins,2023-03-24,BRTS22300004,2969,25.6,150516046,13034,10626005,63.0,146315225,673901,288400,23319532,269119367,225214,6.0,0,0,19,0,5,0,0,0,0,0,,,,,,,,,
2877,21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),Nathan Dawe,2022-04-29,GBAHS2200261,2964,25.6,305830522,49204,75701853,70.0,33342986,195870,9907,3779521,88167309,2477288175,88.0,130577,0,44,0,30,136071,182,0,1765444,0,136071,,,,,,,,
2878,Yeshua (dance cruise),YESHUA (dance cruise) - Single,Dj Bentoa,2023-04-22,QZHNB2325204,2975,25.6,4546579,2741,77751,3.0,2359297,31587,1500000,12810334,242636617,0,2.0,48,0,0,0,0,0,0,0,1189899,0,,,,,,,,,
2879,Zaalim,Zaalim,Badshah,2024-02-24,INS182400465,2966,25.6,7682285,243,651177,,63874916,507287,0,0,0,308909728,,10,0,0,0,11,0,0,0,26541,0,,,,,,,,,
2880,Aa,Aa,Roach Killa,2023-09-28,GBMW42301521,2963,25.6,22552299,1850,2721792,,136381379,1340784,0,0,0,946681826,,678,0,0,0,5,0,0,0,180207,0,,,,,,,,,
2881,Rojo,Rojo,J Balvin,2020-02-27,USUM72001732,2970,25.6,606603985,69772,18110265,68.0,411037239,3771065,220606,11033545,118448922,44214850,117.0,27391,470,48,0,16,33865711,0,0,1148458,0,33865711,49.0,UCt-k6JwNWHMXDBGm9IYHdsg,jbalvin,https://www.youtube.com/channel/UCt-k6JwNWHMXDBGm9IYHdsg,34700000.0,25236040253.0,273.0,7328360.0
2882,Wonder,Wonder,Shawn Mendes,2020-10-02,USUM72018522,2965,25.6,595220757,70162,30030265,63.0,147218521,3004385,240319,98444287,783096025,37319723,123.0,150637,207,28,0,46,37981648,0,0,1620195,0,37981648,30.0,UCAvCL8hyXjSUHKEGuUPr1BA,shawnmendes,https://www.youtube.com/channel/UCAvCL8hyXjSUHKEGuUPr1BA,30400000.0,14272521860.0,188.0,86735.0
2883,Search Bar,Search Bar,NANI,2023-03-17,GBMJG2304014,2971,25.6,6610,15,122,,291003266,1151687,0,0,0,34,,4,0,0,0,0,0,0,0,11,0,,,,,,,,,
2884,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Kali Uchis,2023-08-04,USUM72311229,2967,25.6,96105220,17341,10481728,60.0,40245884,594327,253268,62889421,531122265,82583,16.0,2188,69,16,0,44,1583340,0,742848,443624,1,1583340,94.0,UCQTuAezPu6MOpcIJ1Tz9dNA,KALIUCHIS,https://www.youtube.com/channel/UCQTuAezPu6MOpcIJ1Tz9dNA,3100000.0,2145399343.0,133.0,275910.0
2885,Midnight City,"Hurry Up, We're Dreaming",M83,2011-01-01,GB55H1100002,2954,25.6,1081517243,260318,54789811,72.0,82397805,1125466,198377,93354945,1010922723,1793433,171.0,76348,154,101,0,65,593332165,0,0,14591951,0,593332165,186.0,UC8WbdD3m5dP9giOU9XtAGWQ,M83,https://www.youtube.com/channel/UC8WbdD3m5dP9giOU9XtAGWQ,1220000.0,971006685.0,239.0,58843.0
2886,Better Together,What You See Is What You Get,Luke Combs,2019-11-08,US6XF1800183,2953,25.6,356603747,49050,9648670,69.0,177522757,963031,230846,40924132,290236180,241022862,22.0,191240,30,3,0,17,226949796,0,0,1161234,0,226949796,272.0,UCOSIXyYdT93OzpRnAuWaKjQ,lukecombs,https://www.youtube.com/channel/UCOSIXyYdT93OzpRnAuWaKjQ,3740000.0,4993334198.0,99.0,87851.0
2887,Sal y Perrea,42,Sech,2021-04-15,QM9WM2100010,2952,25.6,266525796,49242,13991180,57.0,195376978,1221210,1345600,137030763,1268200579,8141977,37.0,12713,23,8,0,17,19618476,0,0,647891,0,19618476,346.0,UCte53PewI8_jYpBYn071MqQ,Sech,https://www.youtube.com/channel/UCte53PewI8_jYpBYn071MqQ,9990000.0,6883586924.0,321.0,365093.0
2888,IDGAF (feat. Chris Brown and Mariah the Scientist),Tee's Coney Island,Tee Grizzley,2023-11-02,USAT22311000,2973,25.6,20520983,65,29213,,0,0,0,0,0,0,1.0,130720,0,0,0,0,0,0,0,0,0,,,,,,,,,
2889,drunk text,drunk text,Henry Moodie,2023-01-27,GBARL2202513,2961,25.6,238841927,21346,34578100,81.0,116840454,948904,20779,4155809,75170850,472723306,25.0,10016,3,14,0,16,156080,275,0,705603,0,156080,,,,,,,,
2890,UNA NOCHE EN MEDELLï¿½ï¿½N - R,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305258,2959,25.6,192439879,16960,28438488,73.0,53961405,347263,84218,8041478,134541936,0,14.0,0,0,13,0,12,9220102,0,0,213623,1,9220102,111.0,UCZuPJZ2kGFdlbQu1qotZaHw,KarolG,https://www.youtube.com/channel/UCZuPJZ2kGFdlbQu1qotZaHw,39000000.0,27850286887.0,162.0,125238329.0
2891,Ginza,Ginza,J Balvin,2015-06-23,MXUM71501907,2974,25.6,521328627,64734,21473531,70.0,1067816466,5198462,33185,18603137,122727381,257780993,125.0,18715,519,54,0,59,221490314,0,0,8748575,0,221490314,49.0,UCt-k6JwNWHMXDBGm9IYHdsg,jbalvin,https://www.youtube.com/channel/UCt-k6JwNWHMXDBGm9IYHdsg,34700000.0,25236040253.0,273.0,7328360.0
2892,Hari Hari Odhani,Hari Hari Odhani,Pawan Singh,2022-11-04,INS7A2268218,2960,25.6,35308201,954,297281,58.0,344702201,2125668,3992,67043,825399,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2893,AM Remix,AM Remix,Nio Garcia,2021-06-24,QMBZ92185047,2956,25.6,571325612,91249,39134041,66.0,71477120,340270,50,995,20390,0,89.0,20797,11,19,0,61,47749041,0,0,833419,1,47749041,88.0,UCTA-G0O4k0t_N_LchVa8uMw,niogarciaTV,https://www.youtube.com/channel/UCTA-G0O4k0t_N_LchVa8uMw,1550000.0,1842361573.0,39.0,844597.0
2894,Baby Me Atende,Baby Me Atende,Matheus Fernandes,2021-02-26,BRWNV2100001,2951,25.6,258464933,26029,9231717,50.0,544475392,2878528,140939,9191410,150293932,243981722,36.0,9835,0,41,0,6,0,0,0,289070,0,,,,,,,,,
2895,Hello Koun,Hello Koun,Ritesh Pandey,2019-12-09,INT501947392,2972,25.6,4078322,178,28394,18.0,987792547,3856264,38386,947262,10568686,23808458,,0,0,0,0,0,0,0,0,14707,0,,,,,,,,,
2896,La Jeepeta,La Jeepeta,Nio Garcia,2020-01-02,QMFMF1907946,2958,25.6,80772450,17494,2936226,45.0,863475923,3921294,10800,3668888,24174846,15003867,3.0,3529,0,2,208,31,6217592,0,0,237885,1,6217592,88.0,UCTA-G0O4k0t_N_LchVa8uMw,niogarciaTV,https://www.youtube.com/channel/UCTA-G0O4k0t_N_LchVa8uMw,1550000.0,1842361573.0,39.0,844597.0
2897,Jumpman,What A Time To Be Alive,Drake,2015-09-20,USCM51500300,2994,25.5,820380309,115960,29602345,64.0,148373482,954330,1239950,5335752,33118908,1390247,187.0,12214,16,34,0,31,610262729,0,0,2988035,1,610262729,28.0,UCSePgMI6WVzSE7rjiNj6jnA,DrakeRofls,https://www.youtube.com/channel/UCSePgMI6WVzSE7rjiNj6jnA,351000.0,114070368.0,1352.0,17296.0
2898,Creatures in Heaven,Creatures In Heaven,Glass Animals,2024-04-03,GBUM72310164,2979,25.5,18564601,3063,11762071,,1512853,39971,0,0,0,17203895,38.0,20218,3,27,0,42,1071295,313,88252,120498,0,1071295,33.0,UCJTs-KheOMNstaGrDL4K55Q,GlassAnimals,https://www.youtube.com/channel/UCJTs-KheOMNstaGrDL4K55Q,3190000.0,2114496408.0,235.0,26487.0
2899,die,die,lucidbeatz,2023-03-03,QZTLA2301933,2991,25.5,28779088,5564,1998350,61.0,2872410,63751,1711764,155337385,1580363321,0,,0,0,0,0,0,0,0,0,9429,0,,,,,,,,,
2900,Late At Night,Late At Night,Roddy Ricch,2021-06-04,USAT22102236,2990,25.5,257661585,97161,10116206,56.0,23225337,276490,48458,21485493,187075625,668848,102.0,14552,559,16,0,25,93599614,0,0,1681335,1,93599614,20.0,UChQdA1rid5kKZh6oIc6DLNg,RoddyRicch,https://www.youtube.com/channel/UChQdA1rid5kKZh6oIc6DLNg,7270000.0,3537480246.0,93.0,51056.0
2901,Blank Space (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306673,2992,25.5,177731392,12908,25416651,,15781241,283039,22100,1905153,20466555,0,53.0,18711,0,4,0,48,8616929,0,0,194854,0,8616929,70.0,UCqECaJ8Gagnn7YCbPEzWH6g,TaylorSwift,https://www.youtube.com/channel/UCqECaJ8Gagnn7YCbPEzWH6g,60700000.0,38424103158.0,285.0,928938.0
2902,Dancing in My Room,Dancing in My Room,347aidan,2020-10-26,USQX92004785,2976,25.5,335188091,86549,11975787,61.0,122687107,2529521,1154302,413677323,3434097182,1051743,54.0,5455,119,9,0,0,7989935,0,0,1709213,1,7989935,,,,,,,,
2903,Wild Ones (feat. Sia),Good Feeling EP,Flo Rida,2011-01-01,USAT21104103,2983,25.5,886640358,144242,105513240,76.0,692934603,2793210,12066,6695657,42235895,144148651,86.0,89328,42,37,0,23,530020329,0,0,7133253,0,530020329,191.0,UCBRFlde39a2U4nAkmGqJwAQ,florida,https://www.youtube.com/channel/UCBRFlde39a2U4nAkmGqJwAQ,5750000.0,5871842879.0,438.0,22030.0
2904,Heartless (feat. Morgan Wallen),Heartless (feat. Morgan Wallen),Diplo,2019-08-16,USSM11905215,2977,25.5,548333714,58410,13060330,77.0,191331224,1256178,91540,32004747,256819834,2267674,35.0,19,26,6,0,28,252841658,0,12131149,952624,1,252841658,,,,,,,,
2905,CAKE,KILL MY DOUBT,ITZY,2023-07-31,US5TA2300075,2981,25.5,73213687,7423,2784630,62.0,132379481,1601412,66945,57624378,348717938,58113305,8.0,626,11,3,0,15,222663,542,0,142388,0,222663,,,,,,,,
2906,I AM WOMAN,I AM WOMAN,Emmy Meli,2021-11-19,USAR12100239,2993,25.5,257984057,57742,17194990,62.0,23407759,341367,952346,229098695,2037905390,1964603664,28.0,36218,455,18,0,6,18267210,0,0,1967790,1,18267210,,,,,,,,
2907,THUNDER Y LIGHTNING,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364198,2988,25.5,96595281,22799,6473640,,23983245,280298,0,0,0,0,12.0,319,0,0,0,11,2420053,347,0,125371,1,2420053,12.0,UCmBA_wu8xGg1OfOkfW13Q0Q,BadBunnyPR,https://www.youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q,49400000.0,38781991349.0,182.0,7386556.0
2908,Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Ivory,Omar Apollo,2022-04-08,USWB12200423,2986,25.5,331332225,63568,40680913,71.0,48857418,519822,231208,151059649,1181420700,128639662,60.0,22823,192,28,0,25,1824815,0,0,1380833,0,1824815,,,,,,,,
2909,Personal,Talk To Ya - EP,HRVY,2017-11-30,GBUM71705474,2987,25.5,314089265,33163,7584060,58.0,355189118,4288854,5531271,130863210,940593293,11901853,18.0,266,1,7,0,0,10422977,0,0,1039052,0,10422977,,,,,,,,
2910,Lionheart (Fearless),Lionheart (Fearless),Joel Corry,2022-10-21,GBAHS2201155,2985,25.5,110545738,19914,24272196,62.0,23040928,130379,1731,355693,6584480,87589134,55.0,201798,40,26,0,15,132408,150,494533,1431373,0,132408,152.0,UCr-yZBBIzqOkcHjmAF7YR7A,JoelCorry,https://www.youtube.com/channel/UCr-yZBBIzqOkcHjmAF7YR7A,473000.0,795219514.0,648.0,1664.0
2911,Nevermind,Nevermind,Dennis Lloyd,2016-12-05,USHM91642610,2980,25.5,968235402,159175,41317887,72.0,180977641,1207787,131,341500,5826772,20333193,114.0,59912,55,69,0,4,215378255,0,0,9293567,0,215378255,,,,,,,,
2912,Needle (feat. Drake),Pink Friday 2,Nicki Minaj,2023-12-08,USUM72318690,2982,25.5,70351205,16234,8057395,,5380786,100456,0,180200,1100000,277434171,19.0,14774,3,23,0,8,2325746,791,0,361943,1,2325746,103.0,UC3jOd7GUMhpgJRBhiLzuLsg,nickiminaj,https://www.youtube.com/channel/UC3jOd7GUMhpgJRBhiLzuLsg,27400000.0,11716492987.0,72.0,358955.0
2913,Dale Don Dale,Dale Don Dale,ElMusto,2024-05-17,TRADS2300163,2978,25.5,14289955,745,4805106,71.0,10933199,73479,0,0,0,0,4.0,268,0,2,0,0,0,0,0,61976,0,,,,,,,,,
2914,Slow Hands,Slow Hands,Niall Horan,2017-05-04,USUG11700631,2989,25.5,946043494,75100,29425699,70.0,304206080,3528279,517581,15059403,93693477,16315478,111.0,85404,334,29,0,35,267765362,0,9334619,4873266,0,267765362,245.0,UCQcTX6rX7JhUpHg_T3STtoQ,NiallHoran,https://www.youtube.com/channel/UCQcTX6rX7JhUpHg_T3STtoQ,4670000.0,1158932721.0,137.0,129209.0
2915,I Wrote The Book,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300808,2984,25.5,140137839,23619,2972229,64.0,22406782,129416,19912,4142242,47494771,0,19.0,1377,39,0,0,4,119778007,0,1538268,157892,0,119778007,217.0,UCzIyoPv6j1MAZpDHKLGP_eA,morganwallen,https://www.youtube.com/channel/UCzIyoPv6j1MAZpDHKLGP_eA,3250000.0,761838431.0,115.0,2137085.0
2916,It's Plenty,"Love, Damini",Burna Boy,2022-07-01,USAT22205418,3000,25.4,134909945,52025,5536233,62.0,84020549,655144,186414,18776554,282521651,37145932,62.0,10146,6,4,0,7,3633343,0,0,2366651,1,3633343,,,,,,,,
2917,sneaky,american dream,21 Savage,2024-01-12,USSM12309176,3005,25.4,54062895,14363,8542239,,8912416,129552,0,0,0,0,22.0,623,0,8,0,1,4770909,0,0,101226,1,4770909,93.0,UCOjEHmBKwdS7joWpW0VrXkg,21savage,https://www.youtube.com/channel/UCOjEHmBKwdS7joWpW0VrXkg,9750000.0,5897665290.0,156.0,9834523.0
2918,Magnolia,Playboi Carti,Playboi Carti,2017-04-14,USUM71703095,3002,25.4,834795353,187620,29767336,73.0,282798008,3373020,39692,13117729,111426969,12788481,160.0,660,71,46,0,11,97823320,0,0,2953341,1,97823320,271.0,UC652oRUvX1onwrrZ8ADJRPw,playboicarti,https://www.youtube.com/channel/UC652oRUvX1onwrrZ8ADJRPw,4160000.0,1901364657.0,36.0,7624700.0
2919,Moletom,MOLETOM - Single,Luan Pereira,2023-06-29,BCX5C2300009,3004,25.4,139669652,9634,9093959,39.0,138602281,827735,0,0,0,987706018,2.0,2096,0,17,0,15,0,0,408206,52401,0,,,,,,,,,
2920,Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306689,2999,25.4,269790122,15686,16083942,,15244891,196230,0,6869584,66176311,1052734147,7.0,3068,100,2,0,28,5065425,0,0,194561,0,5065425,70.0,UCqECaJ8Gagnn7YCbPEzWH6g,TaylorSwift,https://www.youtube.com/channel/UCqECaJ8Gagnn7YCbPEzWH6g,60700000.0,38424103158.0,285.0,928938.0
2921,Hot N Cold,NOW 29,Katy Perry,2008-01-01,USCA20802544,2998,25.4,886077008,154757,77671100,69.0,1332106664,6819005,1577918,214177361,2238389974,1586859597,80.0,221043,248,55,0,17,323997472,0,0,6740918,0,323997472,,,,,,,,
2922,Matilda,Harry's House,Harry Styles,2022-05-20,USSM12200615,3003,25.4,502585349,64618,37636137,72.0,50100652,768251,98069,68560234,395014106,1946706640,33.0,3342,80,23,0,22,2630860,0,0,377249,0,2630860,27.0,UCZFWPqqPkFlNwIxcpsLOwew,HarryStyles,https://www.youtube.com/channel/UCZFWPqqPkFlNwIxcpsLOwew,14900000.0,7016040024.0,17.0,1546081.0
2923,Why'd You Only Call Me When You're High?,Why''d You Only Call Me When You''re High?,Arctic Monkeys,2013-01-01,GBCEL1300370,3008,25.4,1687828519,272010,71727595,80.0,527397003,5344645,8490,8308615,45596295,16319566,69.0,14702,349,43,0,26,121399211,0,0,3369366,0,121399211,73.0,UC-KTRBl9_6AX10-Y7IKwKdw,arcticmonkeys,https://www.youtube.com/channel/UC-KTRBl9_6AX10-Y7IKwKdw,8700000.0,6279777128.0,89.0,472814.0
2924,Beauty And A Beat,Believe,Justin Bieber,2012-01-01,USUM71205367,3001,25.4,827079737,123017,55637959,74.0,1187480897,7482380,67246,56945911,401762489,268560558,47.0,11347,176,22,0,18,197359592,0,0,5366746,0,197359592,,,,,,,,
2925,GIRL LIKE ME,Translation,Black Eyed Peas,2020-06-18,USSM12003821,2996,25.4,529297852,818,139276,29.0,791895421,5811346,0,0,0,1758509489,21.0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,
2926,Khalasi | Coke Studio Bharat,Khalasi | Coke Studio Bharat,Aditya Gadhvi,2023-07-05,INUM72300746,2995,25.4,45526343,6003,1405864,59.0,159627251,2001280,29800,1623490,34961102,0,2.0,355,0,0,0,9,792,72,0,389827,0,792,,,,,,,,
2927,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat.IIVY B,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (feat. IIVY B) - Single,bonnadol,2022-07-15,THSOH2206117,3006,25.4,9045662,2307,416469,39.0,0,0,2800000,137742080,1523347880,0,1.0,0,0,0,0,0,0,0,0,28399,0,,,,,,,,,
2928,Chyba ï¿½ï¿½e z T,Chyba ï¿½ï¿½e z T,MODELKI,2024-04-04,PLUM72400116,3010,25.4,20661452,1206,2480648,69.0,30566261,214059,0,0,0,0,3.0,779,0,1,0,0,0,0,0,88150,0,,,,,,,,,
